phrase,n,freq_books,rank,mi,lemma_key,spoken_words,auto_keep,auto_reason,keep,notes
place de la,3,362361,6363,4.21,place de le,yes,no,fragment,,
il suffit de,3,362310,6364,8.23,il suffire de,yes,no,fragment,,
dans le dos,3,361829,6365,8.94,dans le dos,yes,yes,,,
le lendemain matin,3,361769,6366,15.02,le lendemain matin,yes,yes,,,
ferma les yeux,3,361649,6367,15.69,ferma le oeil,no,no,rare word,,
un jeune homme,3,361481,6368,11.52,un jeune homme,yes,yes,,,
la demande de,3,361369,6369,5.08,le demande de,yes,no,fragment,,
que les gens,3,361286,6370,7.92,que le gens,yes,yes,,,
il y a quelques,4,360861,6371,16.78,il y avoir quelque,yes,yes,,,
le fait d',3,360838,6372,4.64,le faire de,yes,no,fragment,,
moment où il,3,360815,6373,10.34,moment où il,yes,yes,,,
une espèce de,3,360553,6374,8.38,un espèce de,yes,no,fragment,,
dans un état,3,360537,6375,7.8,dans un état,yes,yes,,,
de la plus,3,360480,6376,0.92,de le plus,yes,no,fragment; loose,,
de l' évolution,3,360424,6377,7.12,de le évolution,yes,no,fragment,,
du XIX e,3,360177,6378,,du XIX e,no,no,rare word,,
comme nous l',3,360138,6379,6.08,comme nous le,yes,no,fragment,,
la première fois que,4,359733,6380,16.68,le première fois que,yes,no,fragment,,
de la jeune femme,4,359626,6381,15.39,de le jeune femme,yes,no,fragment,,
nous ne sommes pas,4,359469,6382,18.52,nous ne être pas,yes,yes,,,
eu le temps de,4,359448,6383,14.87,avoir le temps de,yes,no,fragment,,
l' absence d',3,359341,6384,8.89,le absence de,yes,no,fragment,,
au pied de,3,359328,6385,8.13,au pied de,yes,no,fragment,,
côté de l',3,359305,6386,5.18,côté de le,yes,no,fragment,,
que la vie,3,359287,6387,5.46,que le vie,yes,yes,,,
parce que tu,3,359268,6388,10.45,parce que tu,yes,yes,,,
ne peut se,3,359248,6389,7.86,ne pouvoir se,yes,no,fragment,,
au lieu d',3,359246,6390,8.78,au lieu de,yes,no,fragment,,
alors que l',3,359124,6391,5.89,alors que le,yes,no,fragment,,
après la mort,3,359112,6392,10.02,après le mort,yes,yes,,,
dans l' esprit,3,359091,6393,7.88,dans le esprit,yes,yes,,,
le travail de,3,359006,6394,4.66,le travail de,yes,no,fragment,,
de sa fille,3,358668,6395,8.01,de son fille,yes,no,fragment,,
de sa main,3,358441,6396,7.3,de son main,yes,no,fragment,,
de l' objet,3,358368,6397,6.07,de le objet,yes,no,fragment,,
à l' égard des,4,357994,6398,14.74,à le égard un,yes,no,fragment,,
dans sa vie,3,357992,6399,8.88,dans son vie,yes,yes,,,
que celle de,3,357910,6400,5.49,que celui de,yes,no,fragment,,
à l' œuvre,3,357884,6401,7.11,à le œuvre,yes,yes,,,
en compagnie de,3,357682,6402,7.76,en compagnie de,yes,no,fragment,,
la fin des années,4,357470,6403,17.63,le fin un année,yes,yes,,,
delà de la,3,357434,6404,6.38,delà de le,yes,no,fragment,,
centre de la,3,357228,6405,5.55,centre de le,yes,no,fragment,,
pas tout à fait,4,357186,6406,14.09,pas tout à faire,yes,yes,,,
que nous avions,3,356984,6407,12.19,que nous avions,yes,yes,,,
de la manière,3,356520,6408,4.92,de le manière,yes,no,fragment,,
ce point de,3,356501,6409,6.32,ce point de,yes,no,fragment,,
je ne vais,3,356177,6410,10.54,je ne aller,yes,yes,,,
le sentiment de,3,356020,6411,6.68,le sentiment de,yes,no,fragment,,
de la Révolution,3,355880,6412,,de le Révolution,no,no,fragment; rare word,,
à voix basse,3,355676,6413,14.71,à voix basse,yes,yes,,,
pas le temps de,4,355518,6414,10.54,pas le temps de,yes,no,fragment,,
que toutes les,3,355472,6415,6.73,que tout le,yes,no,fragment,,
d' avoir un,3,355337,6416,6.36,de avoir un,yes,no,fragment,,
et que vous,3,355174,6417,3.81,et que vous,yes,no,fragment,,
raison de la,3,355131,6418,4.72,raison de le,yes,no,fragment,,
la production de,3,355025,6419,6.13,le production de,yes,no,fragment,,
ou à l',3,354843,6420,3.35,ou à le,yes,no,fragment,,
dès le début,3,354496,6421,13.05,dès le début,yes,yes,,,
qui est la,3,354311,6422,2.36,qui être le,yes,no,fragment; loose,,
la guerre de,3,354281,6423,4.89,le guerre de,yes,no,fragment,,
ne sont plus,3,354264,6424,7.46,ne être plus,yes,yes,,,
jeta un coup,3,353368,6425,15.71,jeter un coup,no,no,rare word,,
un morceau de,3,353298,6426,9.08,un morceau de,yes,no,fragment,,
l' amour de,3,353148,6427,5.58,le amour de,yes,no,fragment,,
sur la plage,3,352794,6428,10.61,sur le plage,yes,yes,,,
dans la plupart,3,352782,6429,8.46,dans le plupart,yes,yes,,,
de la capitale,3,352760,6430,7.32,de le capital,yes,no,fragment,,
l' étude de,3,352743,6431,6.83,le étude de,yes,no,fragment,,
l' utilisation de,3,352591,6432,7.6,le utilisation de,yes,no,fragment,,
pas que je,3,352230,6433,4.54,pas que je,yes,no,,,
à l' ordre,3,352042,6434,7.04,à le ordre,yes,yes,,,
le niveau de,3,351991,6435,5.83,le niveau de,yes,no,fragment,,
bien que je,3,351557,6436,6.25,bien que je,yes,yes,,,
de me faire,3,351378,6437,6.2,de me faire,yes,no,fragment,,
au cours d',3,350995,6438,9.03,au cours de,yes,no,fragment,,
ce qui l',3,350830,6439,3.82,ce qui le,yes,no,fragment,,
l ' année,3,350689,6440,,l ' année,no,no,rare word,,
pas dans le,3,350664,6441,3.15,pas dans le,yes,no,fragment,,
si vous ne,3,350054,6442,7.82,si vous ne,yes,no,fragment,,
et que nous,3,349829,6443,3.91,et que nous,yes,no,fragment,,
en contact avec,3,349451,6444,11.45,en contact avec,yes,no,fragment,,
table des matières,3,349147,6445,16.82,table un matière,yes,yes,,,
ce que cela,3,348959,6446,7.79,ce que celer,yes,yes,,,
aussi bien que,3,348918,6447,8.44,aussi bien que,yes,no,fragment,,
au vendredi de,3,348870,6448,9.73,au vendredi de,yes,no,fragment,,
à l' est,3,348460,6449,1.65,à le être,yes,no,loose,,
je ne pense,3,348459,6450,10.86,je ne penser,yes,yes,,,
je vais te,3,348435,6451,13.91,je aller te,yes,no,fragment,,
il y a de,4,348400,6452,10.67,il y avoir de,yes,no,fragment,,
bien d' autres,3,348395,6453,8.66,bien de autre,yes,yes,,,
le système de,3,348121,6454,5.7,le système de,yes,no,fragment,,
un peu comme,3,347977,6455,8.27,un peu comme,yes,yes,,,
que l' autre,3,347959,6456,5.65,que le autre,yes,yes,,,
de la volonté,3,347802,6457,6.12,de le volonté,yes,no,fragment,,
la femme de,3,347674,6458,4.06,le femme de,yes,no,fragment,,
question de l',3,347609,6459,5.12,question de le,yes,no,fragment,,
la connaissance de,3,347554,6460,6.07,le connaissance de,yes,no,fragment,,
a plus de,3,347390,6461,3.28,avoir plus de,yes,no,fragment,,
dans l' ombre,3,347230,6462,9.82,dans le ombre,yes,yes,,,
sur la question,3,346988,6463,7.68,sur le question,yes,yes,,,
de l' emploi,3,346698,6464,7.09,de le emploi,yes,no,fragment,,
sur le front,3,346388,6465,10.24,sur le front,yes,yes,,,
je les ai,3,346140,6466,5.95,je le avoir,yes,yes,,,
membres de l',3,345658,6467,6.41,membre de le,yes,no,fragment,,
ne peuvent pas,3,345330,6468,9.83,ne pouvoir pas,yes,yes,,,
de ne pas avoir,4,345243,6469,12.62,de ne pas avoir,yes,no,fragment,,
les mains de,3,345036,6470,5.71,le main de,yes,no,fragment,,
il faut bien,3,344939,6471,9.57,il falloir bien,yes,yes,,,
et il avait,3,344875,6472,3.81,et il avoir,yes,no,fragment,,
le besoin de,3,344838,6473,5.19,le besoin de,yes,no,fragment,,
que de l',3,344773,6474,0.33,que de le,yes,no,fragment; loose,,
de la mise en,4,344607,6475,11.43,de le mise en,yes,no,fragment,,
qui ne peut,3,344545,6476,7.32,qui ne pouvoir,yes,yes,,,
dans le cadre de la,5,344450,6477,18.04,dans le cadre de le,yes,no,fragment; written style,,
de l' individu,3,344152,6478,7.54,de le individu,yes,no,fragment,,
d ' eau,3,343980,6479,,d ' eau,no,no,rare word,,
XX e siècle,3,343911,6480,,XX e siècle,no,no,rare word,,
si elle ne,3,343756,6481,7.02,si lui ne,yes,no,fragment,,
dans le quartier,3,343626,6482,9.54,dans le quartier,yes,yes,,,
que ce qui,3,343404,6483,4.56,que ce qui,yes,no,,,
l ' intérieur,3,343390,6484,,l ' intérieur,no,no,rare word,,
se leva et,3,343313,6485,9.99,se lever et,no,no,fragment; rare word,,
de son visage,3,343128,6486,7.66,de son visage,yes,no,fragment,,
clin d' œil,3,342928,6487,18.48,clin de œil,yes,yes,,,
porte d' entrée,3,342881,6488,13.6,porte de entrée,yes,yes,,,
de la démocratie,3,342813,6489,7.55,de le démocratie,yes,no,fragment,,
et ce qui,3,342773,6490,3.48,et ce qui,yes,no,fragment,,
d' œil à,3,342697,6491,8.13,de œil à,yes,no,fragment,,
il est en,3,342457,6492,2.71,il être en,yes,no,fragment; loose,,
je savais que,3,342429,6493,11.28,je savoir que,yes,no,fragment,,
ils se sont,3,342262,6494,8.64,il se être,yes,yes,,,
au profit de,3,342141,6495,9.6,au profit de,yes,no,fragment,,
par tous les,3,342014,6496,6.76,par tout le,yes,no,fragment,,
que ce que,3,341822,6497,4.12,que ce que,yes,no,fragment,,
par l' intermédiaire,3,341794,6498,11.85,par le intermédiaire,yes,yes,,,
que celui de,3,341435,6499,5.22,que celui de,yes,no,fragment,,
tour à tour,3,341240,6500,13.4,tour à tour,yes,yes,,,
de faire le,3,341159,6501,2.92,de faire le,yes,no,fragment; loose,,
rapport à l',3,341108,6502,6.91,rapport à le,yes,no,fragment,,
à l' ouest,3,340952,6503,8.52,à le ouest,yes,yes,,,
sur le territoire,3,340942,6504,10.3,sur le territoire,yes,yes,,,
dans l' obscurité,3,340892,6505,11.1,dans le obscurité,yes,yes,,,
code de la,3,340726,6506,6.22,code de le,yes,no,fragment,,
d' une petite,3,340665,6507,7.96,de un petit,yes,yes,,,
pas la peine,3,340609,6508,7.88,pas le peiner,yes,yes,,,
de l' avoir,3,340387,6509,3.9,de le avoir,yes,no,fragment,,
un grand nombre de,4,340217,6510,16.68,un grand nombre de,yes,no,fragment,,
le concept de,3,339826,6511,7.6,le concept de,yes,no,fragment,,
d ' en,3,339790,6512,,d ' en,no,no,fragment; rare word,,
de ses parents,3,339702,6513,8.8,de son parent,yes,no,fragment,,
dans la main,3,339593,6514,6.53,dans le main,yes,yes,,,
la naissance de,3,339588,6515,6.56,le naissance de,yes,no,fragment,,
ne pouvais pas,3,339462,6516,12.21,ne pouvoir pas,yes,yes,,,
pommes de terre,3,339200,6517,14.91,pomme de terrer,yes,yes,,,
quant à lui,3,339105,6518,10.15,quant à luire,yes,yes,,,
d' avoir une,3,339045,6519,6.58,de avoir un,yes,no,fragment,,
de la construction,3,338968,6520,6.43,de le construction,yes,no,fragment,,
à la mode,3,338750,6521,7.48,à le mode,yes,yes,,,
de l' Union européenne,4,338721,6522,,de le Union européen,no,no,fragment; rare word,,
de la demande,3,338488,6523,4.98,de le demande,yes,no,fragment,,
de la peine,3,338306,6524,5.13,de le peiner,yes,no,fragment,,
au bord du,3,338258,6525,10.75,au bord du,yes,no,fragment,,
de l ' homme,4,338184,6526,,de l ' homme,no,no,fragment; rare word,,
vue de la,3,338048,6527,4.85,vue de le,yes,no,fragment,,
d' un point de,4,338013,6528,11.37,de un point de,yes,no,fragment,,
qui venait de,3,337998,6529,7.73,qui venir de,yes,no,fragment,,
de sa voix,3,337992,6530,7.66,de son voix,yes,no,fragment,,
sur tous les,3,337915,6531,6.81,sur tout le,yes,no,fragment,,
ceux qui ne,3,337880,6532,9.03,celui qui ne,yes,no,fragment,,
la plupart de,3,337699,6533,5.96,le plupart de,yes,no,fragment,,
de l' exercice,3,337675,6534,7.13,de le exercice,yes,no,fragment,,
à ses yeux,3,337663,6535,8.39,à son oeil,yes,yes,,,
dans ce contexte,3,337549,6536,11.29,dans ce contexte,yes,yes,,,
il d' une voix,4,337252,6537,14.13,il de un voix,yes,yes,,,
dans la voiture,3,337156,6538,8.24,dans le voiture,yes,yes,,,
en train d',3,337144,6539,8.73,en train de,yes,no,fragment,,
vous l' avez,3,336935,6540,9.06,vous le avoir,yes,yes,,,
et sur la,3,336520,6541,1.78,et sur le,yes,no,fragment; loose,,
compte tenu de,3,336411,6542,13.22,compte tenu de,yes,no,fragment,,
si elle est,3,336056,6543,6.22,si lui être,yes,yes,,,
qui se trouve,3,336034,6544,9.99,qui se trouver,yes,yes,,,
de la théorie,3,335957,6545,6.58,de le théorie,yes,no,fragment,,
quant à l',3,335937,6546,7.68,quant à le,yes,no,fragment,,
elle avait été,3,335897,6547,8.95,lui avoir être,yes,yes,,,
je vous le,3,335840,6548,4.48,je vous le,yes,no,fragment,,
le moment de,3,335656,6549,4.47,le moment de,yes,no,fragment,,
l' histoire des,3,335365,6550,6.74,le histoire un,yes,no,fragment,,
de quelque chose,3,335089,6551,9.83,de quelque chose,yes,no,fragment,,
plus de la,3,335047,6552,0.82,plus de le,yes,no,fragment; loose,,
XVIII e siècle,3,335044,6553,,XVIII e siècle,no,no,rare word,,
il est le,3,334954,6554,2.02,il être le,yes,no,fragment; loose,,
fait que les,3,334741,6555,5.08,faire que le,yes,no,fragment,,
d ' après,3,334443,6556,,d ' après,no,no,rare word,,
l' autre bout,3,334415,6557,11.35,le autre bout,yes,yes,,,
tout le reste,3,334026,6558,9.19,tout le reste,yes,yes,,,
une jeune fille,3,333864,6559,13.11,un jeune fille,yes,yes,,,
dans la plupart des,4,333537,6560,14.6,dans le plupart un,yes,no,fragment,,
qui concerne les,3,333369,6561,10.02,qui concerner le,yes,no,fragment,,
de l ' autre,4,333252,6562,,de l ' autre,no,no,fragment; rare word,,
depuis des années,3,333145,6563,11.62,depuis un année,yes,yes,,,
à force de,3,333110,6564,5.65,à forcer de,yes,no,fragment,,
il est important,3,332855,6565,9.32,il être important,yes,yes,,,
sous la direction de,4,332690,6566,15.68,sou le direction de,yes,no,fragment,,
de toute évidence,3,332627,6567,12.14,de toute évidence,yes,no,fragment,,
lors d' un,3,332589,6568,7.98,lors de un,yes,no,fragment,,
de le voir,3,332574,6569,3.98,de le voir,yes,no,fragment,,
des centaines de,3,332563,6570,9.05,un centaine de,yes,no,fragment,,
y a deux,3,332502,6571,9.21,y avoir deux,yes,yes,,,
l' autre côté de la,5,332480,6572,19.87,le autre côté de le,yes,no,fragment,,
le président de,3,332104,6573,6.2,le président de,yes,no,fragment,,
le long des,3,332001,6574,7.32,le long un,yes,no,fragment,,
et se mit,3,331963,6575,9.64,et se mettre,yes,no,fragment,,
au regard de,3,331849,6576,6.84,au regard de,yes,no,fragment,,
lundi au vendredi,3,331789,6577,19.3,lundi au vendredi,yes,yes,,,
en guise de,3,331567,6578,9.48,en guise de,yes,no,fragment,,
crois que je,3,331532,6579,9.76,croire que je,yes,yes,,,
où il se,3,331379,6580,6.72,où il se,yes,no,fragment,,
l ' action,3,331338,6581,,l ' action,no,no,rare word,,
du Code civil,3,331281,6582,,du Code civil,no,no,rare word,,
de l' Est,3,331217,6583,,de le Est,no,no,fragment; rare word,,
l' obligation de,3,331140,6584,7.86,le obligation de,yes,no,fragment,,
il avait l',3,330996,6585,4.05,il avoir le,yes,no,fragment,,
qui lui avait,3,330931,6586,7.19,qui luire avoir,yes,yes,,,
la différence entre,3,330874,6587,11.81,le différence entrer,yes,yes,,,
qui a fait,3,330874,6588,7.2,qui avoir faire,yes,yes,,,
l' île de,3,330851,6589,7.12,le île de,yes,no,fragment,,
et les plus,3,330671,6590,2.59,et le plus,yes,no,fragment; loose,,
du lundi au vendredi,4,330656,6591,26.03,du lundi au vendredi,yes,yes,,,
de la nation,3,330465,6592,7.36,de le nation,yes,no,fragment,,
faire de la,3,330247,6593,2.45,faire de le,yes,no,fragment; loose,,
la gestion de,3,330218,6594,6.24,le gestion de,yes,no,fragment,,
il d' un,3,330012,6595,2.41,il de un,yes,no,fragment; loose,,
temps de la,3,330011,6596,2.89,temps de le,yes,no,fragment; loose,,
la pensée de,3,329919,6597,5.67,le penser de,yes,no,fragment,,
contre le mur,3,329902,6598,13.17,contre le mur,yes,yes,,,
à l' avance,3,329868,6599,8.75,à le avance,yes,yes,,,
et dans l',3,329866,6600,1.63,et dans le,yes,no,fragment; loose,,
jeta un coup d',4,329775,6601,21.88,jeter un coup de,no,no,fragment; rare word,,
du XIX e siècle,4,329645,6602,,du XIX e siècle,no,no,rare word,,
de cette façon,3,329453,6603,8.11,de ce façon,yes,no,fragment,,
je me sentais,3,329270,6604,14.78,je me sentir,yes,yes,,,
lundi au samedi,3,329192,6605,18.81,lundi au samedi,yes,yes,,,
début de l',3,329185,6606,5.97,début de le,yes,no,fragment,,
l ' heure,3,329037,6607,,l ' heure,no,no,rare word,,
à laquelle il,3,328875,6608,7.37,à lequel il,yes,no,written style,,
au courant de,3,328656,6609,8.53,au courant de,yes,no,fragment,,
du lundi au samedi,4,328348,6610,25.54,du lundi au samedi,yes,yes,,,
la décision de,3,328321,6611,5.99,le décision de,yes,no,fragment,,
pas envie de,3,328294,6612,7.56,pas envie de,yes,no,fragment,,
faire face à,3,328287,6613,10.29,faire face à,yes,no,fragment,,
il y avait un,4,328222,6614,13.35,il y avoir un,yes,no,fragment,,
la place du,3,328020,6615,6.43,le place du,yes,no,fragment,,
à sa mère,3,327996,6616,8.6,à son mère,yes,yes,,,
pour les enfants,3,327813,6617,7.85,pour le enfant,yes,yes,,,
de la façon,3,327775,6618,4.66,de le façon,yes,no,fragment,,
dans sa tête,3,327705,6619,9.41,dans son tête,yes,yes,,,
il est possible de,4,327637,6620,12.63,il être possible de,yes,no,fragment,,
jeta un coup d' œil,5,327478,6621,34.45,jeter un coup de œil,no,no,rare word,,
pour que la,3,327462,6622,2.33,pour que le,yes,no,fragment; loose,,
celui qui a,3,327454,6623,8.75,celui qui avoir,yes,yes,,,
de ce type,3,327316,6624,7.77,de ce typer,yes,no,fragment,,
ce que tu veux,4,327302,6625,18.42,ce que tu vouloir,yes,yes,,,
pas dans la,3,327204,6626,2.63,pas dans le,yes,no,fragment; loose,,
en état de,3,327116,6627,5.15,en état de,yes,no,fragment,,
impression d' être,3,327110,6628,11.5,impression de être,yes,yes,,,
je suppose que,3,327089,6629,11.57,je supposer que,yes,no,fragment,,
et ceux qui,3,327036,6630,7.09,et celui qui,yes,no,fragment,,
le plus important,3,327032,6631,9.68,le plus important,yes,yes,,,
l ' école,3,326595,6632,,l ' école,no,no,rare word,,
encore un peu,3,326456,6633,9.64,encore un peu,yes,yes,,,
jour de la,3,326276,6634,3.84,jour de le,yes,no,fragment,,
le centre de,3,326269,6635,5.84,le centre de,yes,no,fragment,,
ne sont que,3,326167,6636,6.17,ne être que,yes,no,fragment,,
le duc de,3,325948,6637,7.53,le duc de,yes,no,fragment,,
il faut donc,3,325923,6638,10.97,il falloir donc,yes,yes,,,
mais il a,3,325810,6639,5.42,mais il avoir,yes,no,,,
de l' Université,3,325767,6640,,de le Université,no,no,fragment; rare word,,
le cadre du,3,325718,6641,8.38,le cadre du,yes,no,fragment,,
la vie des,3,325576,6642,5,le vie un,yes,no,fragment,,
à travers l',3,325395,6643,7.2,à travers le,yes,no,fragment,,
le problème de,3,325384,6644,6,le problème de,yes,no,fragment,,
le monde de,3,325231,6645,3.89,le monde de,yes,no,fragment,,
de la parole,3,325228,6646,5.94,de le parole,yes,no,fragment,,
de l' OCDE,3,324877,6647,,de le OCDE,no,no,fragment; rare word,,
petit à petit,3,324611,6648,11,petit à petit,yes,yes,,,
de la côte,3,324506,6649,6.81,de le côte,yes,no,fragment,,
il est difficile,3,324465,6650,9.23,il être difficile,yes,yes,,,
la route de,3,324458,6651,5.51,le router de,yes,no,fragment,,
où il avait,3,324381,6652,7.65,où il avoir,yes,yes,,,
et elle se,3,323838,6653,3.82,et lui se,yes,no,fragment,,
la nature et,3,323499,6654,6,le nature et,yes,no,fragment,,
à la base,3,323423,6655,7.02,à le base,yes,yes,,,
dans ce domaine,3,323362,6656,10.77,dans ce domaine,yes,yes,,,
d' un nouveau,3,323313,6657,7.39,de un nouveau,yes,yes,,,
toutes les autres,3,323207,6658,9.95,tout le autre,yes,yes,,,
de l' établissement,3,323093,6659,7.34,de le établissement,yes,no,fragment,,
chef de l',3,322955,6660,6.12,chef de le,yes,no,fragment,,
de la gestion,3,322705,6661,6.21,de le gestion,yes,no,fragment,,
dans le premier,3,322697,6662,7.07,dans le premier,yes,yes,,,
sur le canapé,3,322630,6663,11.82,sur le canapé,yes,yes,,,
dire que je,3,322392,6664,7.6,dire que je,yes,yes,,,
pas plus que,3,322386,6665,4.92,pas plus que,yes,no,fragment,,
au niveau de la,4,322145,6666,12.68,au niveau de le,yes,no,fragment,,
en vertu de,3,321627,6667,8.37,en vertu de,yes,no,fragment,,
dans tous les cas,4,321495,6668,16.73,dans tout le cas,yes,yes,,,
à cette heure,3,321449,6669,9.61,à ce heure,yes,yes,,,
qui se passait,3,321234,6670,12.04,qui se passer,yes,yes,,,
